column_name,korean_name,description,code_values
NATION_CODE_ENG,,,"{""133"": ""한국"", ""142"": ""중국""}"
NEED_BY_DATE,필요일기,필요일기 (날짜),
NET_BOM_AMT,단위재료비(BOM),단위재료비(BOM) (금액),
NET_BOM_AMT_AVG_PRICE,재료비금액 (평균단가),재료비금액 (평균단가) (금액),
NET_BOM_AMT_BUY_PRICE,재료비금액 (구매단가),재료비금액 (구매단가) (금액),
NET_BOM_QTY,단위수량(BOM),단위수량(BOM) (수량),
NET_METERIAL_AMT,BOM재료비,BOM재료비 (금액),
NET_PER_AMT,BOM재료비(대당),BOM재료비(대당) (금액),
NET_PER_AMT_AVG_PRICE,단위 BOM금액(평균단가),단위 BOM금액(평균단가) (금액),
NET_PER_AMT_BUY_PRICE,단위 BOM금액(구매단가),단위 BOM금액(구매단가) (금액),
NET_WEIGHT,네트중량,네트중량,
NET_WGT,Net. WGT,Net. WGT,
NEW,신규,신규,
NEW_ACTUAL_VALUE,신규사용량,신규사용량,
NEW_ARRIVAL_QTY,최종도착수량,최종도착수량 (수량),
NEW_BOM_LIST,신규BOM리스트,신규BOM리스트,
NEW_BOM_WORK_NO,신규작업번호,신규작업번호,
NEW_BOM_YN,신규구분,신규구분,
NEW_BRING_IN_QTY,신규반입수량,신규반입수량 (수량),
NEW_CREATE,신규생성,신규생성,
NEW_DEPARTURE_QTY,신규출발수량,신규출발수량 (수량),
NEW_DOCUMENT,문서생성,문서생성,
NEW_ECO_WORK_NO,ECO NO 형성,ECO NO 형성,
NEW_EMS_NO,신수책번호,신수책번호,
NEW_FOLDER,문서함생성,문서함생성,
NEW_FORM,양식생성,양식생성,
NEW_GENERATE_ORGANIZATION,신규조직생성관리,신규조직생성관리,
NEW_ITEM,신규품목,신규품목,
NEW_LINE_TYPE,신규구입유형,신규구입유형,
NEW_ORDER_TYPE,신규주문유형,신규주문유형,"{""A"": ""자동"", ""C"": ""교환"", ""D"": ""344대체"", ""F"": ""고정"", ""M"": ""311정규"", ""R"": ""931위탁수리"", ""S"": ""부족분""}"
NEW_QTY,신규수량,신규수량 (수량),
NEW_RECEIPT_DATE,신규입고일자,신규입고일자 (날짜),
NEW_RECEIPT_QTY,신규입고수량,신규입고수량 (수량),
NEW_REQUEST_QTY,신규신청량,신규신청량 (수량),
NEW_RETURN_QTY,신규반품수량,신규반품수량 (수량),
NEW_ROLE_CODE,새로운역할코드,새로운역할코드 (코드 값),
NEW_ROLE_NAME,새로운역할이름,새로운역할이름,
NEW_RUN_CARD,신규생성,신규생성,
NEW_RUN_NO,신규롯트번호,신규롯트번호,
NEW_SCAN_QTY,최종수량,최종수량 (수량),
NEW_SHIPPING_QTY,신규판매수량,신규판매수량 (수량),
NEW_SOFTWERE_LIST,New Softwere List,New Softwere List,
NEW_WINDOW,신규윈도우,신규윈도우,
NEXTPAGE,다음페이지,다음페이지,
NEXTROW,다음행,다음행,
NEXT_CALIBRATION_DATE,다음교정일자,다음교정일자 (날짜),
NEXT_MONTH_CONFIRM_AMT,차월계획,차월계획 (금액),
NEXT_PAGE,다음페이지,다음페이지,
NG,NG,NG,
NG_ACTUAL,불량실적,불량실적,
NG_BY_MODEL,모델별불량,모델별불량,
NG_BY_REASON,원인별불량,원인별불량,
NG_CANCEL,취소,취소,
NG_COUNT,불량수,불량수,
NG_DESTROY,불합격/폐기,불합격/폐기,
NG_ITEM,불량품목,불량품목,
NG_LIST,불량리스트,불량리스트,
NG_POINT,문제점,문제점,
NG_POSITION,누락위치,누락위치,
NG_PROCESS,Ng Process,Ng Process,
NG_QTY,불량수량,불량수량 (수량),
NG_QTY_BY_DATE,일자별불량,일자별불량 (날짜),
NG_QTY_BY_LOT,롯트별불량,롯트별불량 (수량),
NG_QTY_BY_MODEL,모델별불량,모델별불량 (수량),
NG_RATE,불량율,불량율,
NG_REASON,오류원인,오류원인,
NG_REASON_CODE,불량원인코드,불량원인코드 (코드 값),"{""E"": ""기타"", ""M"": ""설비고장"", ""N"": ""네트웍오류"", ""P"": ""정전""}"
NG_REUSE,불합격/재사용,불합격/재사용,
NG_TYPE,오류유형,오류유형,
NG_WAIT,불합격/대기,불합격/대기,
NIGHT_PART,야간조,야간조,
NIGHT_PART_PLAN_QTY,야간계획수량,야간계획수량 (수량),
NIGHT_QTY,야간수량,야간수량 (수량),
NIGHT_SHIFT,야간,야간,
NIGHT_START_TIME,야간시작시간,야간시작시간,
NIGHT_SUMMARY,야간합계,야간합계,
NIGHT_TIME,야간시간,야간시간,
NO,번호.,번호,
NOARRANGE,Noarrange,Noarrange,
NODEID,설비,설비,
NODETYPE,Nodetype,Nodetype,
NONE,없음,없음,
NON_PROCESS,미처리,미처리,
NOP_TIME,비가동,비가동,
NORMAL,정상,정상,
NORMAL_CANCEL,정상/취소,정상/취소,
NORMAL_INVOICE_LIST,송장리스트,송장리스트,
NORMAL_ISSUE,정상출고,정상출고,
NORMAL_MODE,일반모드,일반모드,
NORMAL_RECEIPT,일반입고,일반입고,
NORMAL_SLIP,정상슬립,정상슬립,
NORMAL_TRANSFER_TAKE_OVER,인수인계송장(정상),인수인계송장(정상),
NOT,무,무,
NOTA_NO,Nota No,Nota No,
NOTE,Note:,노트,
NOTIFY,Notify :,품질정보처리,
NOTIFY_MASTER,알림관리,알림관리,
NOTIFY_SEQUENCE,항번,항번,
NOTIFY_STATUS,상태,상태,"{""C"": ""완료"", ""O"": ""정상조치"", ""T"": ""임시조치"", ""W"": ""대기""}"
NOT_CHECK_CARRIER_EXITS,캐리어존재검사안함,캐리어존재검사안함,
NOT_COMPLETE,미완료,미완료,
NOT_CONFIRM,미승인,미승인,
NOT_CONFIRM_COUNT,미승인수량,미승인수량 (수량),
NOT_EMPTY,사용중,사용중,
NOT_ISSUED,미출고,미출고,
NOT_ISSUED_QTY,미출고수량,미출고수량 (수량),
NOT_RECEIPT,미입고,미입고,
NOT_RECEIPTED_QTY,미입고수량,미입고수량 (수량),
NOT_RECEIPT_LIST,미입고 리스트,미입고 리스트,
NOT_RECEIPT_QUERY,미입고 현황,미입고 현황,
NOT_RECEIVED,미입고,미입고,
NOT_RECEIVED_QTY,미입고수량,미입고수량 (수량),
NOT_RETURN_DAY,미반납일수,미반납일수,
NOT_SCAN,미스캔,미스캔,
NOT_SHIPPING_AMT,미판매금액,미판매금액 (금액),
NOT_SHIPPING_AMT_DOMESTIC,미판매금액(로컬),미판매금액(로컬) (금액),
NOT_SHIPPING_AMT_EXPORT,미판매금액(수출),미판매금액(수출) (금액),
NOT_SHIPPING_QTY,미판매수량,미판매수량 (수량),
NOT_USE,미사용,미사용,
NOT_USE_ALL,전부불사용,전부불사용,
NOV,11월,11월,
NOZZLE,Nozzle,Nozzle,
NOZZLEA,Nozzlea,Nozzlea,
NOZZLEB,Nozzleb,Nozzleb,
NOZZLEC,Nozzlec,Nozzlec,
NOZZLED,Nozzled,Nozzled,
NOZZLEE,Nozzlee,Nozzlee,
NOZZLE_A,Nozzle A,Nozzle A,
NOZZLE_B,Nozzle B,Nozzle B,
NOZZLE_C,Nozzle C,Nozzle C,
NOZZLE_D,Nozzle D,Nozzle D,
NO_CHECK,미검사,미검사,
NO_CHECK_DUP,중복체크안함,중복체크안함,
NO_CHECK_ORIGIN_SUPPLIER,원공급상체크안함,원공급상체크안함,
NO_CHECK_SMAE_BCD,중복스캔체크안함,중복스캔체크안함,
NO_LABEL,라벨없음,라벨없음,
NO_ORIGIN_BARCODE,원라벨체크안함,원라벨체크안함 (코드 값),
NO_REPLACE,대체제외,대체제외,
NO_REPLACE_LIST,대체제외리스트,대체제외리스트,
NO_SCAN,미스캔,미스캔,
NO_SLIP_AUTO_RECEIPT,슬립없이자동입고,슬립없이자동입고,
NO_SLIP_MANUAL_RECEIPT,슬립없이수동입고,슬립없이수동입고,
NO_SLIP_NO_RECEIPT,슬립없이입고안함,슬립없이입고안함,
NO_SUPPLIER_BARCODE,원바코드없음,원바코드없음 (코드 값),
NO_USE_NSNP,No Use NSNP,No Use NSNP,
NP,Np,Np,
NPM,NPM,NPM,
NR,Nr,Nr,
NSNP,NSNP,NSNP,
NSNP_ERROR_MESSAGE,Nsnp 오류메세지,Nsnp 오류메세지,
NSNP_LOCK,NSNP 잠금,NSNP 잠금,
NSNP_LOCK_UNLOCK,NSNP 잠금/해제,NSNP 잠금/해제,
NSNP_LOG_RESET,NSNP 로그삭제,NSNP 로그삭제,
NSNP_MINUS_CHECK_YN,NSNP 음수체크여부,NSNP 음수체크여부,
NSNP_PROESS_HISTORY_MASTER,NSNP 처리이력,NSNP 처리이력,
NSNP_PROESS_HISTORY_QUERY,NSNP 처리이력조회,NSNP 처리이력조회,
NSNP_REASON,Nsnp 원인,Nsnp 원인,
NSNP_START_DATE,Nsnp 시작일,Nsnp 시작일 (날짜),
NSNP_STATUS,Nsnp 상태,Nsnp 상태,
NSNP_UNLOCK,NSNP 해제,NSNP 해제,
NSNP_USE_NO_USE,NSNP Use / No Use,NSNP Use / No Use,
NT_VALUE,NT 값,NT 값,
NULL,널,널,
NULLDISCARD,널문자무시,널문자무시,
NUMBER_DATA,Number Data,Number Data,
NZ,Nz,Nz,
O1XX,O1XX,O1XX,
OBA_CHECK_MASTER,출하전검사관리,출하전검사관리,
OBA_SCAN_DATE,출하전검사시간,출하전검사시간 (날짜),
OBA_SCAN_YN,출하전검사유무,출하전검사유무,
OBJECT_ALIGN,오브젝트정렬,오브젝트정렬,
OBJECT_COMMENT_KOREA,오브젝트설명(한),오브젝트설명(한),
OBJECT_COMMENT_LOCAL,오브젝트설명(중),오브젝트설명(중),
OBJECT_DESCRIPTION,오브젝트상세,오브젝트상세,
OBJECT_DESC_KOREA,오브젝트상세(한),오브젝트상세(한),
OBJECT_DESC_LOCAL,오브젝트상세(중),오브젝트상세(중),
OBJECT_LIST,오브젝트리스트,오브젝트리스트,
OBJECT_MANAGER,객체관리,객체관리,
OBJECT_MASTER,오브젝트관리,오브젝트관리,
OBJECT_NAME,오브젝트이름,오브젝트이름,
OBJECT_SCRIPTS,오브젝트생성스크립트,오브젝트생성스크립트,
OBJECT_SOURCE,오브젝트소스,오브젝트소스,
OBJECT_TYPE,오브젝트타입,오브젝트타입,
OBJECT_X1,오브젝트X1,오브젝트X1,
OBJECT_X2,오브젝트X2,오브젝트X2,
OBJECT_Y1,오브젝트Y1,오브젝트Y1,
OBJECT_Y2,오브젝트Y2,오브젝트Y2,
OBSOLETE_CODE,단종코드,단종코드 (코드 값),
OBSOLETE_COUNT,단종수량,단종수량 (수량),
OCCUPANCY_RATE,점유율,점유율,
OCCUR_DATE,발생일자,발생일자 (날짜),
OCT,10월,10월,
ODC,ODC,ODC,
ODER_NO,주문번호,주문번호,
OEE_PROGREES,OEE progrees,OEE progrees,
OEE_RATE,설비종합효율,설비종합효율,
OEM_BOX_NO,OEM 박스번호,OEM 박스번호,
OFFICER_SIGN,처리담담싸인,처리담담싸인,
OFFICE_TEL_NO,사무실전화번호,사무실전화번호,
OHL,Ohl,Ohl,
OHR,Ohr,Ohr,
OK,OK,OK,
OK_ACTUAL,양품실적,양품실적,
OK_COUNT,양품수,양품수,
OK_INCLUDE_QTY,불량외수량,불량외수량 (수량),
OK_O,예(&O),예(&O),
OK_QTY,합격수량,합격수량 (수량),
OK_REUSE,합격/재사용,합격/재사용,
OLD,Old,Old,
OLD_BARCODE,자사바코드(구),자사바코드(구) (코드 값),
OLD_EMS_NO,구수책번호,구수책번호,
OLD_LOT_NO,구롯트번호,구롯트번호,
OLD_RUN_NO,구런번호,구런번호,
OLD_TYPE_BARCODE,이전 바코드 형식 사용,이전 바코드 형식 사용 (코드 값),
OLED,,,"{""1"": ""TV-OLED"", ""2"": ""P-OLED""}"
ONESELF_ACTUAL_RECEIPT,자작 반제품 실적입고,자작 반제품 실적입고,
ONESELF_ACTUAL_RECEIPT_CANCEL,자작 반제품 실적입고 취소,자작 반제품 실적입고 취소,
ONESELF_ASSEMBLY_ACTUAL_LIST,자작반제품실적리스트,자작반제품실적리스트,
ONESELF_ASSEMBLY_PLAN_MASTER,자작반제품계획,자작반제품계획,
ONESELF_MANUFACTURE,자작계획,자작계획,
ONESELF_PLANNING,자작계획,자작계획,
ONESELF_PLAN_WORKSTAGE_TRANSLATE,자작반제품공정이동,자작반제품공정이동,
ONE_PCB,One PCB,One PCB,
ONLYPRINT,프린트만,프린트만,
ONLY_SCREEM,화면만,화면만,
OPEN,열기,열기,
OPENEDITWINDOW_F7,에디터열기	F7,에디터열기	F7,
OPEN_COLOR_PALETTE,색상변경판열기,색상변경판열기,
OPEN_DATE,개봉일자,개봉일자 (날짜),
OPEN_PSR_REPORT,PSR리포트열기,PSR리포트열기,
OPEN_SYSTEM,시스템열기...,시스템열기...,
OPEN_WEB_BROWSER,브라우져열기,브라우져열기,
OPEN_WITH_EXCEL,엑셀로열기,엑셀로열기,
OPERATION,처리,처리,
OPERATIONNAME,공정명,공정명,
OPERATION_BY,작업자,작업자,
OPERATION_LIST,공정작업리스트,공정작업리스트,
OPERATION_MANAGE,공정작업관리,공정작업관리,
OPERATION_NAME,공정명,공정명,
OPERATION_NO,공정작업번호,공정작업번호,
OPERATION_OPTION,조작옵션,조작옵션,
OPERATION_PROCESS,조작처리,조작처리,
OPINION,의견,의견,
OPTION,옵션,옵션,
OP_TIME,운행,운행,
OQC,OQC,OQC,
OQC_ANALYSIS_REPORT,OQC 분석리포트,OQC 분석리포트,
OQC_AUTO_PASS,OQC 자동통과,OQC 자동통과,
OQC_AUTO_REQUEST,OQC 자동신청,OQC 자동신청,
OQC_BAD_DETAIL_LIST,OQC 불량상세리스트,OQC 불량상세리스트,
OQC_BAD_LIST,OQC 불량리스트,OQC 불량리스트,
OQC_BAD_QTY,제품품질불량수량,제품품질불량수량 (수량),
OQC_BAD_RATE,OQC불량률(%),OQC불량률(%),
OQC_BAD_REASON_CODE,@OQC불량원인코드,@OQC불량원인코드 (코드 값),"{""1"": ""1"", ""2"": ""2""}"
OQC_BAD_REASON_CODE_MEAN,OQC불량원인코드의미,OQC불량원인코드의미 (코드 값),
OQC_CANCEL_MASTER,OQC 취소,OQC 취소,
OQC_CRITERION_CHECK,검사절차존재유무,검사절차존재유무,
OQC_CRITERION_LIST,OQC Criterion List,OQC Criterion List,
OQC_CUSTOMER_TITLE,OQC 고객타이틀,OQC 고객타이틀,
OQC_DATE,제품품질검사일자,제품품질검사일자 (날짜),
OQC_DATE_END,OQC종료일,OQC종료일 (날짜),
OQC_DATE_START,OQC시작일,OQC시작일 (날짜),
OQC_GRADE_REPORT,OQC 검사성적서,OQC 검사성적서,
OQC_INSPECTION,제품품질관리,제품품질관리,
OQC_INSPECTION_NG_LIST,OQC 검사불량 내역리스트,OQC 검사불량 내역리스트,
OQC_INSPECT_HANDLING,OQC 검사후처리,OQC 검사후처리,"{""D"": ""폐기"", ""W"": ""재작업""}"
OQC_INSPECT_HISTORY_MASTER,OQC 검사이력관리,OQC 검사이력관리,
OQC_INSPECT_HISTORY_MASTER_LOT,OQC 검사이력관리(LOT),OQC 검사이력관리(LOT),
OQC_INSPECT_HISTORY_MASTER_PID,OQC 검사이력관리(PID),OQC 검사이력관리(PID),
OQC_INSPECT_LABEL_MANAGER,풀질검사라벨관리,풀질검사라벨관리,
OQC_INSPECT_LIST,OQC 검사리스트,OQC 검사리스트,
OQC_INSPECT_NO,제품품질검사번호,제품품질검사번호,
OQC_INSPECT_QUERY,출하검사조회,출하검사조회,
OQC_INSPECT_REAULT,OQC 검사결과,OQC 검사결과,
OQC_INSPECT_RESULT,OQC 검사결과,OQC 검사결과,"{""P"": ""합격"", ""R"": ""불합격"", ""U"": ""REUSE"", ""W"": ""대기""}"
OQC_INSPECT_RESULT_LIST,OQC 검사결과리스트,OQC 검사결과리스트,
OQC_INSPECT_TYPE,,,"{""L"": ""LOT"", ""P"": ""PID""}"
OQC_LIST,OQC 리스트,OQC 리스트,
OQC_LOT_MANAGE,OQC 롯트관리,OQC 롯트관리,
OQC_MASTER,OQC 관리,OQC 관리,
OQC_NG_LIST,OQC 불량 리스트,OQC 불량 리스트,
OQC_QTY,OQC대기수량,OQC대기수량 (수량),
OQC_QUALITY_ANALYSIS_REPORT,OQC 품질검사리포트,OQC 품질검사리포트,
OQC_QUERY,OQC 조회,OQC 조회,
OQC_REPORT,OQC 정보리포트,OQC 정보리포트,
OQC_REQUEST_TEST_QMS,OQC 요청태스트 (QMS),OQC 요청태스트 (QMS),
OQC_RESULT,제품 품질실적,제품 품질실적,
OQC_RESULT_CANCEL_LIST,OQC실적취소리스트,OQC실적취소리스트,
OQC_RESULT_HISTORY,OQC검사이력,OQC검사이력,
OQC_RESULT_HISTORY_LIST,OQC검사이력리시트,OQC검사이력리시트,
OQC_RESULT_LIST,OQC 검사결과리스트,OQC 검사결과리스트,
OQC_SHIPPING_PLAN_MASTER,OQC 판매계획,OQC 판매계획,
OQC_WAIT_LIST,OQC 검사대기리스트,OQC 검사대기리스트,
OQC_WAIT_RATE,OQC 대기율,OQC 대기율,
OR,OR,OR,
ORAGANIZATION_ID,조직,조직,
ORDER_ACTUAL_RATE,계획 대비 실적율,계획 대비 실적율,
ORDER_AMOUNT,주문금액,주문금액 (금액),
ORDER_AMT,주문금액,주문금액 (금액),
ORDER_BAD_RATE,발주불량율,발주불량율,
ORDER_CHANGE,주문변경,주문변경,
ORDER_CHARGE,주문담당자,주문담당자,
ORDER_COMPARISON,주문비교,주문비교,
ORDER_CYCLE,발주주기,발주주기,"{""D"": ""매일"", ""M"": ""매월"", ""S"": ""안전재고"", ""X"": ""수시""}"
ORDER_DATE,주문일자,주문일자 (날짜),
ORDER_DC_RATE,오더할인율,오더할인율,
ORDER_GROUP,주문그룹,주문그룹,
ORDER_GROUP_NO,주문그룹번호,주문그룹번호,
ORDER_GROUP_NO_SUB_TOTAL,주문그룹소계,주문그룹소계,
ORDER_GROUP_SUB_TOTAL,구준그룹소계,구준그룹소계,
ORDER_HISTORY,주문이력,주문이력,
ORDER_LEADTIME,주문리드타임,주문리드타임,
ORDER_LIST,주문리스트,주문리스트,
ORDER_NO,주문번호,주문번호,
ORDER_NO_ORIGIN,주문번호(원),주문번호(원),
ORDER_PLAN_FROM,주문생성기준,주문생성기준,
ORDER_PLAN_LIST,주문예정리스트,주문예정리스트,
ORDER_PLAN_MATRIX,주문예정(Matrix),주문예정(Matrix),
ORDER_PROGRESS,상태,상태,"{""OQC"": ""품질검사"", ""ORDER"": ""주문상태"", ""TRANSFER"": ""계획반영"", ""WORK"": ""작업중""}"
ORDER_QTY,계획수량,계획수량 (수량),
ORDER_QTY_CHANGE,수문수량변경,수문수량변경 (수량),
ORDER_QTY_D1,Order Qty D1,Order Qty D1 (수량),
ORDER_QTY_D2,Order Qty D2,Order Qty D2 (수량),
ORDER_QTY_D3,Order Qty D3,Order Qty D3 (수량),
ORDER_QTY_D4,Order Qty D4,Order Qty D4 (수량),
ORDER_QTY_SUM,계획합계,계획합계 (수량),
ORDER_RATE,발주율,발주율,
ORDER_REMAIN_LIST,주문잔량리스트,주문잔량리스트,
ORDER_REMAIN_QTY,주문잔량,주문잔량 (수량),
ORDER_REMAIN_QTY_ORG,주문잔량(원본),주문잔량(원본) (수량),
ORDER_RULE,발주조건,발주조건,"{""A"": ""자동"", ""E"": ""PO제외"", ""M"": ""수동"", ""O"": ""직주문""}"
ORDER_STATUS,주문상태,주문상태,
ORDER_TPYE,@생산계획타입,@생산계획타입,
ORDER_TYPE,@생산계획타입,@생산계획타입,"{""A"": ""자동"", ""C"": ""교환"", ""D"": ""344대체"", ""F"": ""고정"", ""M"": ""311정규"", ""O"": ""직납입"", ""R"": ""931위탁수리"", ""S"": ""부족분"", ""T"": ""지입"", ""X"": ""917무상"", ""Y"": ""941유상(유실)""}"
ORDER_TYPE_SUB_TOTAL,주문유형소계,주문유형소계,
ORDET_NO_TOTAL,주문번호합계,주문번호합계,
ORGANIZATION,조직,조직,
ORGANIZATION_CHANGE,조직변경,조직변경,
ORGANIZATION_CODE,조직코드,조직코드 (코드 값),"{""*"": ""*"", ""DD"": ""동도""}"
ORGANIZATION_FULL_NAME,조직전체이름,조직전체이름,
ORGANIZATION_FULL_NAME_ENG,조직전체이름(영),조직전체이름(영),
ORGANIZATION_ID,조직ID:,조직ID,
ORGANIZATION_INITIAL,조직이니셜,조직이니셜,
ORGANIZATION_LIST,조직리스트,조직리스트,
ORGANIZATION_MANAGER,조직관리,조직관리,
ORGANIZATION_MASTER,조직마스터...,조직관리,
ORGANIZATION_MASTER_REPORT,조직정보리포트,조직정보리포트,
ORGANIZATION_NAME,조직이름,조직이름,
ORG_AMT,원금액,원금액 (금액),
ORG_ID,조직ID,조직ID,
ORIGIN,시작：,시작：,
ORIGINAL_DATE,일기선택,일기선택 (날짜),
ORIGINAL_ERROR_CODE,원본오류코드,원본오류코드 (코드 값),
ORIGINAL_ERROR_TEXT,원본오류문자,원본오류문자,
ORIGIN_COUNT,Origin Count,Origin Count,
ORIGIN_INSPECT_DATE,검사일자(원본),검사일자(원본) (날짜),
ORIGIN_INSPECT_RESULT,검사결과(원본),검사결과(원본),
ORIGIN_INVENTORY_REPORT,자재공급처재고리포트,자재공급처재고리포트,
ORIGIN_IQC_INSPECT_NO,IQC검사번호(원본),IQC검사번호(원본),
ORIGIN_ITEM_BARCODE,(원)바코드,(원)바코드 (코드 값),
ORIGIN_ITEM_CODE,품목코드(원),품목코드(원) (코드 값),
ORIGIN_LOT_NO,(원)롯트번호,(원)롯트번호,
ORIGIN_MATERIAL_MFS,자재LOT(원),자재LOT(원),
ORIGIN_MFS,제조번호(원),제조번호(원),
ORIGIN_MSG,Origin Msg,Origin Msg,
ORIGIN_NATION_CODE,국가코드,국가코드 (코드 값),"{""133"": ""한국"", ""142"": ""중국"", ""502"": ""미국""}"
ORIGIN_ORDER_NO,원주문번호,원주문번호,
ORIGIN_SUPPLIER,자재공급처,자재공급처,
ORIGIN_SUPPLIER_CODE,(원)공급상코드,(원)공급상코드 (코드 값),
ORIGIN_SUPPLIER_NAME,원공급상명,원공급상명,
ORIGIN_TEXT,원본,원본,
ORIGN_ITEM_CODE,협력사(원),협력사(원) (코드 값),
OTHER,기타,기타,
OTHER_ACCOUNT_ISSUE,타계정출고금액,타계정출고금액 (금액),
OTHER_ISSUE,기타출고,기타출고,
OTHER_ISSUE_MASTER,기타출고마스타,기타출고마스타,
OTHER_ISSUE_QTY,기타출고수량,기타출고수량 (수량),
OTHER_MATERIAL_REQUEST_MASTER,기타자재신청,기타자재신청,
OTHER_RECEIPT,기타입고,기타입고,
OTHER_SHIPPING,기타판매,기타판매,
OT_SUB_TOTAL,잔업합계,잔업합계,
OT_VALUE,Ot Value,Ot Value,
OUR_BARCODE,자사바코드,자사바코드 (코드 값),
OUR_DOCUMENT,자사문서,자사문서,
OUR_ORIGIN_BARCODE,자사바코드(원),자사바코드(원) (코드 값),
OUT,아웃,아웃,
OUTBOX_BARCODE,포장박스바코드,포장박스바코드 (코드 값),
OUTBOX_LABEL_PRINT,내포장라벨출력,내포장라벨출력,
OUTBOX_LIST,박스리스트,박스리스트,
OUTBOX_LOT_LIST_REPORT,출하박스리포트,출하박스리포트,
OUTBOX_PALETTE_REPORT,출하팔레트리포트,출하팔레트리포트,
OUTBOX_RECEIPT,제품박스입고,제품박스입고,
OUTBOX_SHIPPING,제품박스출고,제품박스출고,
OUTER_DIAMETER,외경,외경,
OUTGOING_QUALITY_CHECK,판매검사,판매검사,
OUTGOING_QUALITY_CHECK_CANCEL,OQC검사취소,OQC검사취소,
OUTGOING_QUALITY_CHECK_CANCLE,판매검사취소,판매검사취소,
OUTGO_AMT,출금액,출금액 (금액),
OUTPUT_BUFFER_SIZE,출력버퍼크기,출력버퍼크기,
OUTPUT_GAP,투입/최종차이,투입/최종차이,
OUTPUT_QTY,"Output
Qty","Output
Qty (수량)",
OUTPUT_SCAN_DATE,출고스캔일자,출고스캔일자 (날짜),
OUTPUT_SW_VERSION,Output Sw Version,Output Sw Version,
OUTPUT_VER,Output Ver,Output Ver,
OUTSIDE,외주,외주,
OUTSIDE_INVENTORY,외주재고,외주재고,
OUTSIDE_INVENTORY_CHECK,무상재고조사,무상재고조사,
OUTSIDE_INVENTORY_CLOSE,무상재고마감,무상재고마감,
OUTSIDE_INVENTORY_QUERY,무상외주재고조회,무상외주재고조회,
OUTSIDE_MANUFACTURE,외주계획,외주계획,
OUTSIDE_P_O,외주자재발주,외주자재발주,
OUTSIDE_WORK_COST,외주가공비,외주가공비,
OUTSTANDING_BILL_AMT,Outstanding Bill Amt,Outstanding Bill Amt (금액),
OUT_CARD,OUT CARD,OUT CARD,
OUT_COUNT,창고외수량,창고외수량 (수량),
OUT_DATE,@out_date,@out_date (날짜),
OUT_ISSUE,외주출고,외주출고,
OUT_QTY,아웃수량,아웃수량 (수량),
OUT_QTY_SUM,실적합계,실적합계 (수량),
OUT_SUM,아웃합계,아웃합계,
OUT_SW_VERSION,Out Sw Version,Out Sw Version,
OVERALL_EFFICIENCY,종합효율(%),종합효율(%),
OVER_TIME,잔업시간,잔업시간,
OVER_TIME_MIN,잔업시간(분),잔업시간(분),
OWNER_NAME,총경리,총경리,
OWN_S,자사,자사,
PA,Pa,Pa,
PAC,PAC,PAC,
PACA,PACA,PACA,
PACK,포장,포장,
PACKAGE1,Package1,Package1,
PACKB,Packb,Packb,
PACKING,패킹 :,포장,
PACKING_BOX_BARCODE,패킹박스바코드,패킹박스바코드 (코드 값),
PACKING_BOX_MAX_PSC_QTY,패킹박스최대량,패킹박스최대량 (수량),
PACKING_BOX_MIN_PSC_QTY,패킹박스최소량,패킹박스최소량 (수량),
PACKING_DATE,포장일자,포장일자 (날짜),
PACKING_DUPULICATE_CHECK_MASTER,포장바코드중복체크관리,포장바코드중복체크관리 (코드 값),
PACKING_INPUT_MATERIAL,Packing ( Input Material ),Packing ( Input Material ),
PACKING_INSPECT_MASTER,최종검사관리,최종검사관리,
PACKING_INSPECT_QUERY,최종품질검사내역조회,최종품질검사내역조회,
PACKING_LABEL,패킹라벨,패킹라벨,
PACKING_LIST,패킹리스트,패킹리스트,
PACKING_MAX_QTY,최대포장수량,최대포장수량 (수량),
PACKING_MIN_QTY,최소포장수량,최소포장수량 (수량),
PACKING_OPTIONS,포장옵션,포장옵션,
PACKING_PCS_QTY,패킹단위수량,패킹단위수량 (수량),
PACKING_QTY,패킹수량,패킹수량 (수량),
PACKING_SUMMARY,패킹합계,패킹합계,
PACKING_TRAY_BOX_QTY,박스당트레이수량,박스당트레이수량 (수량),
PACK_BARCODE,포장바코드,포장바코드 (코드 값),
PACK_CHARGER,외관검사자,외관검사자,
PACK_DATE,포장일자,포장일자 (날짜),
PACK_IN,넣기,넣기,
PACK_OUT,빼기,빼기,
PACK_QTY,포장수량,포장수량 (수량),
PACK_TRAY_BOX_QTY,박스당트레이수량,박스당트레이수량 (수량),
PACK_TYPE,포장구분,포장구분,"{""C"": ""CellPack"", ""G"": ""General"", ""M"": ""Magezine"", ""R"": ""RunCard""}"
PACK_UNIT_QTY,포장단위수량,포장단위수량 (수량),
PAD,Pad,Pad,
PADDEFECTTYPE,,,"{""-101"": ""Excessive"", ""-102"": ""Insuffcient"", ""-103"": ""Position"", ""-104"": ""Bridge"", ""-105"": ""GoldTab"", ""-106"": ""Shape"", ""-107"": ""Upper Height"", ""-108"": ""Lower Height"", ""-110"": ""Coplanarity"", ""-111"": ""Upper Area"", ""-112"": ""Lower Area"", ""-120"": ""Smear""}"
PAGE,페이지:,페이지,
PAGEDOWN,페이지다운,페이지다운,
PAGES,페이지,페이지,
PAGEUP,페이지업,페이지업,
PAID_MATERIAL_RECEIPT_LIST,Paid Material Receipt List,Paid Material Receipt List,
