column_name,korean_name,description,code_values
PAID_MATERIAL_SUBCONTRACT_ARRIVAL_LIST,Paid Material Subcontract Arrival List,Paid Material Subcontract Arrival List,
PAIR_SERIAL_NO,PID Pair,PID Pair,
PALETTE_MASTER,팔레트관리,팔레트관리,
PALETTE_NO,팔레트번호,팔레트번호,
PALLETE_NO,팔레트번호,팔레트번호,
PALLETIZING,파렛타이징,파렛타이징,
PALLETIZING_DATE,파렛타이징일자,파렛타이징일자 (날짜),
PALLET_BARCODE,파렛바코드,파렛바코드 (코드 값),
PALLET_COMPLETE,팔레트완료,팔레트완료,
PALLET_DATE,파렛일자,파렛일자 (날짜),
PALLET_FLAG,파렛구분,파렛구분,
PALLET_LABEL,라벨,라벨,
PALLET_NO,파렛번호,파렛번호,
PALLET_QTY,수량,수량 (수량),
PALLET_STATUS,파렛상태,파렛상태,"{""C"": ""완료"", ""P"": ""구성중""}"
PALLET_TYPE,파렛구분,파렛구분,"{""C"": ""완료"", ""M"": ""Mix"", ""P"": ""진행중"", ""S"": ""단일모델""}"
PANASONIC_CM_BLOCK,Panasonic CM(Block),Panasonic CM(Block),
PANASONIC_CM_POSITION,Panasonic CM(Position),Panasonic CM(Position),
PANASONIC_NPM,Panasonic NPM,Panasonic NPM,
PAPER,용지,용지,
PAPERSETTING,용지설정,용지설정,
PARENT_AMT,모품목금액,모품목금액 (금액),
PARENT_BARCODE,Parent Barcode,Parent Barcode (코드 값),
PARENT_BOM_QTY,총소요량,총소요량 (수량),
PARENT_DRAWING_NO,모도면번호,모도면번호,
PARENT_EMS_RATE,제품환산율,제품환산율,
PARENT_EMS_UOM,제품환산단위,제품환산단위,"{""G"": ""G"", ""KEA"": ""KEA"", ""KG"": ""KG""}"
PARENT_FOLDER_ID,상위폴더,상위폴더,
PARENT_HS_NAME,제품상품명,제품상품명,
PARENT_ITEM_CODE,모품목코드,모품목코드 (코드 값),
PARENT_ITEM_NAME,모품목명,모품목명,
PARENT_ITEM_QTY,모품목수량,모품목수량 (수량),
PARENT_ITEM_SPEC,모품목규격,모품목규격,
PARENT_ITEM_TYPE,모품목타입,모품목타입,"{""M"": ""무상"", ""T"": ""자작"", ""Y"": ""유상""}"
PARENT_ITEM_UOM,모품목단위,모품목단위,
PARENT_LINE_TYPE,모품목구입유형,모품목구입유형,"{""D"": ""도입구매"", ""F"": ""무상구매"", ""G"": ""국내구매"", ""L"": ""도입로칼"", ""M"": ""무상사급"", ""T"": ""자작""}"
PARENT_PART_NO,모품번,모품번,
PARENT_SEQ_NO,모항번,모항번,
PARENT_UNIT_PRICE,모품목단가,모품목단가,
PARITY,페리티,페리티,
PARTCODE1,Partcode1,Partcode1 (코드 값),
PARTCODE2,Partcode2,Partcode2 (코드 값),
PARTCODE3,Partcode3,Partcode3 (코드 값),
PARTLIB,PartLib,PartLib,
PARTLIB_NMP,PartLib_nmp,PartLib_nmp,
PARTLIST,PartList,PartList,
PARTNAME,자재코드,자재코드 (코드 값),
PARTS,Parts,Parts,
PARTSCOMMENT,Partscomment,Partscomment,
PARTSID,Partsid,Partsid,
PARTSNAME,Partsname,Partsname,
PARTSREELNUM,Partsreelnum,Partsreelnum,
PART_LIST,파트리스트,파트리스트,
PART_LIST_REPORT,파트리스트리포트,파트리스트리포트,
PART_LIST_SIMPLE,파트리스트(심플),파트리스트(심플),
PART_MANAGER,조장,조장,
PART_NAME,품명,품명,
PART_NO,Part NO,Part NO,
PART_NUMBER,Part Number,Part Number,
PART_TYPE,Part Type,Part Type,
PASS,합격,합격,
PASSED_DAY,경과일수,경과일수,
PASSED_DAYS,경과일수,경과일수,
PASSED_MARKING_DAY,마킹후경과일수,마킹후경과일수,
PASSED_RATE,사용율,사용율,
PASSED_TIME,경과시간,경과시간,
PASSWD,비밀번호,비밀번호,
PASSWORD,비밀번호,비밀번호,
PASSWORD_CHANGE,비밀번호변경,비밀번호변경,
PASS_QTY,합격수량,합격수량 (수량),
PASS_TIME,경과시간,경과시간,
PASTE,붙여넣기,붙여넣기,
PASTE_EXCEL,엑셀붙여넣기,엑셀붙여넣기,
PASTE_FROM_CLIPBOARD,붙어넣기,붙어넣기,
PAYMENT,지불방식:,지불,
PAYMENT_CONDITION,지불조건,지불조건,"{""1"": ""1개월"", ""2"": ""2개월"", ""3"": ""3개월""}"
PAYMENT_CYCLE,지불주기,지불주기,"{""1"": ""1일"", ""12"": ""12일"", ""15"": ""15일"", ""25"": ""25일"", ""30"": ""30""}"
PAYMENT_OF_MONEY_MASTER,출금관리,출금관리,
PAYMENT_OF_MONEY_REPORT,출금리포트,출금리포트,
PAYMENT_TYPE,지불유형 :,지불유형,"{""C"": ""현금"", ""D"": ""전신화"", ""F"": ""무상"", ""L"": ""지표"", ""T"": ""T/T"", ""T/T30"": ""T/T30"", ""T/T35"": ""T/T30"", ""T/T40"": ""T/T40""}"
PAYMENT_TYPE_ENG,,,"{""C"": ""CASH"", ""T"": ""T/T""}"
PAY_BONUS_DIV,금여/상여구분,금여/상여구분,"{""B"": ""상여"", ""P"": ""급여""}"
PAY_BONUS_LIST,급여/상여리스트,급여/상여리스트,
PAY_BONUS_MASTER,급여/상여관리,급여/상여관리,
PB,Pb,Pb,
PBA_BOX_PROCESS_HYBRID,PBA BOX 관리 [ HYBRID ],PBA BOX 관리 [ HYBRID ],
PBA_BOX_PROCESS_OEM,PBA BOX 관리 [ OEM ],PBA BOX 관리 [ OEM ],
PBA_DIRECT_PASS_RATE,PBA 직행률,PBA 직행률,
PBA_FUNCTION_TEST_OEM_HYBRID,PBA 기능검사(OEM/HYBRID),PBA 기능검사(OEM/HYBRID),
PBA_FUNCTION_TEST_TV_SET,PBA 기능검사 (TV-SET),PBA 기능검사 (TV-SET),
PBA_MATERIAL_MANUAL_INPUT,PBA 자재수동입력,PBA 자재수동입력,
PBA_MAT_MAPPING_HYBRID,PBA 자재매핑 [ HYBRID ],PBA 자재매핑 [ HYBRID ],
PBA_PASS_DIRECTLY_THROUGH_RATE,PBA 직행률,PBA 직행률,
PBA_PID_TRACKING_FOR_THE_PRODUCTION,PBA PID 제품추적,PBA PID 제품추적,
PBA_REPAIR_RESULT_QUERY,PBA 수리결과조회,PBA 수리결과조회,
PBA_RESULT_QUERY,PBA 결과조회,PBA 결과조회,
PBA_SCAN_CHECK,PBA 스캔체크,PBA 스캔체크,
PBA_SCAN_MAPPING_CANCEL,PBA 스캔매핑취소,PBA 스캔매핑취소,
PBA_SCAN_MAPPING_QUERY,PBA 스캔매핑조회,PBA 스캔매핑조회,
PBA_TARGET_QC_MASTER,PBA Target QC 관리,PBA Target QC 관리,
PBFREE_ONLY,PbFree Only,PbFree Only,
PBL_FILE_SEARCH,라이브러리찾기,라이브러리찾기,
PBL_NAME,라이브러리명,라이브러리명,
PC,Pc,Pc,
PCB,PCB,PCB,
PCB_2D_BARCODE,PCB 2D 바코드,PCB 2D 바코드 (코드 값),
PCB_2D_LIST,PCB 2D 리스트,PCB 2D 리스트,
PCB_ASSY_ISSUE,후공정출고,후공정출고,
PCB_BARCODE,PCB 바코드,PCB 바코드 (코드 값),
PCB_BARCODE_SCAN_MASTER,제품 바코드 마스터 관리,제품 바코드 마스터 관리 (코드 값),
PCB_BCD_HISTORY,PCB BCD 이력,PCB BCD 이력,
PCB_BCR_SCAN_LIST_QUERY,PCB BCR 스캔리스트조회,PCB BCR 스캔리스트조회,
PCB_COATING_CHECK,PCB 도금일 체크,PCB 도금일 체크,
PCB_COATING_DATE,PCB 코팅일자,PCB 코팅일자 (날짜),
PCB_COATING_MAX_DAY,PCB 도금 유효일자,PCB 코팅최대일수,
PCB_COATING_PASSED_DAYS,PCB 코팅경과일수,PCB 코팅경과일수,
PCB_COATING_TYPE,PCB 도금타입,PCB코팅유형,"{""GOLD"": ""GOLD"", ""HASL"": ""HASL"", ""OSP"": ""OSP"", ""TIN"": ""TIN""}"
PCB_COUNT,Pcb 수량,Pcb 수량 (수량),
PCB_INPUT_AND_AVI_RESULT_QUERY,PCB Input and AVI 결과조회,PCB Input and AVI 결과조회,
PCB_INPUT_CHECK,PCB 투입체크,PCB 투입체크,
PCB_INPUT_DATA_NOT_FOUND,PCB 투입이력 없음,PCB 투입이력 없음,
PCB_INPUT_SCAN_LIST,PCB 투입 리스트,PCB 투입 리스트,
PCB_INPUT_SCAN_LIST_QUERY,PCB 투입 리스트조회,PCB 투입 리스트조회,
PCB_INPUT_SCAN_LIST_QUERY_ASSY,PCB Input Scan 이력조회 ( Assy ),PCB Input Scan 이력조회 ( Assy ),
PCB_INPUT_SCAN_LIST_QUERY_MATERIAL,PCB Input Scan 이력조회 ( Material ),PCB Input Scan 이력조회 ( Material ),
PCB_INPUT_SUMMARY,PCB 투입합계,PCB 투입합계,
PCB_ISSUE_SCAN_MASTER,PCB 이슈발생스캔관리,PCB 이슈발생스캔관리,
PCB_ISSUE_SCAN_QUERY,제품 이슈 현황,제품 이슈 현황,
PCB_ITEM,Top/Bottom,Top/Bottom,"{""B"": ""Bottom"", ""S"": ""PBA"", ""T"": ""Top""}"
PCB_ITEM_CODE,PCB 품목코드,PCB 품목코드 (코드 값),
PCB_KITTING_SCAN_MASTER,롯트카드-PID 매핑관리,롯트카드-PID 매핑관리,
PCB_PURIFYING_MASTER,PCB 세척관리,PCB 세척관리,
PCB_QTY,PBC 수량,PBC 수량 (수량),
PCB_REMAIN_LIST_QUERY,LOT 기준 잔량 조회,LOT 기준 잔량 조회,
PCB_REMIAN_SCAN_MASTER,PCB 잔량스캔관리,PCB 잔량스캔관리,
PCB_SACN_HISTORY,PCB 스캔이력,PCB 스캔이력,
PCB_SCAN,PCB 스캔,PCB 스캔,
PCB_SCAN_DATE,스캔일자,스캔일자 (날짜),
PCB_SCAN_INPUT_MASTER,PCB Scan 투입관리,PCB Scan 투입관리,
PCB_SCAN_LIST,PCB 스캔리스트,PCB 스캔리스트,
PCB_SCAN_LIST_QUERY,PCB 스캔이력조회,PCB 스캔이력조회,
PCB_SCAN_MAPPING_T_B_MASTER,PCB 스캔매핑 T/B 관리,PCB 스캔매핑 T/B 관리,
PCB_SCAN_MASTER,PCB 스캔관리,PCB 스캔관리,
PCB_SCAN_STATUS,Pcb 스캔상태,Pcb 스캔상태,
PCB_SERIAL_NO,PCB 시리얼번호,PCB 시리얼번호,
PCB_STATUS,PCB 상태,PCB 상태,"{""C"": ""라우터검사"", ""Q"": ""최종검사"", ""V"": ""외관검사""}"
PCB_STOP,Pcb Stop,Pcb Stop,
PCB_SUPPLIER_CODE,PCB 공급상,PCB 공급상 (코드 값),
PCB_TOTAL_QTY,PCB 총수량,PCB 총수량 (수량),
PCB_WEEK,PCB주차,PCB주차,
PCS_QTY,PCS 수량,PCS 수량 (수량),
PD,Pd,Pd,
PDA_CHECK_DATA_QUERY,PDA 검사데이터조회,PDA 검사데이터조회,
PDA_MASTER,PDA 관리,PDA 관리,
PDA_SCAN_LIST,PDA 스캔리스트,PDA 스캔리스트,
PDA_SCAN_LIST_QUERY,SMT 오장착 스캔 현황 조회,SMT 오장착 스캔 현황 조회,
PDA_SCAN_NG_LIST_QUERY,PDA 검사오류내역조회,PDA 검사오류내역조회,
PE,Pe,Pe,
PERFORMANCE_TEST_QUERY,성능 검사결과조회,성능 검사결과조회,
PERFORMANCE_WORKING_RATE,성능가동률(%),성능가동률(%),
PERSPECTIVE,원근,원근,
PF,Pf,Pf,
PG,Pg,Pg,
PH,Ph,Ph,
PHANTOM_CODE,Phantom Code,Phantom Code (코드 값),
PHENOMENON,현상,현상,
PHI_U_GIAO_H_NG,phiếu giao hàng,phiếu giao hàng,
PI,Pi,Pi,
PICKUP_AMOUNT_BY_LINE,픽업금액(라인),픽업금액(라인) (금액),
PICKUP_AMOUNT_BY_PERIOD,픽업금액(일자별),픽업금액(일자별) (날짜),
PICKUP_COUNT,Pickup 수량,Pickup 수량 (수량),
PICKUP_MISS,Pickup Miss,Pickup Miss,
PICKUP_RATE,픽업률(%),픽업율,
PICKUP_RATE_BY_PERIOD,픽업율(일자별),픽업율(일자별) (날짜),
PICKUP_RATE_DATA,Pickup 율 데이터,Pickup 율 데이터,
PICKUP_RATE_INQUERY,PickUp 율 조회,PickUp 율 조회,
PICKUP_RATE_REPORT,SMT PICKUP 리포트,SMT PICKUP 리포트,
PICK_UP_RATE_BY_PERIOD,Pick-Up율 기간별,Pick-Up율 기간별,
PICTUREREDROW,다시그리기,다시그리기,
PICTURERESORT,재정렬,재정렬,
PID,PID,PID,
PID_CREATE_MASTER,PID 생성관리,PID 생성관리,
PID_DUP_CHECK,PID 중복체크,PID 중복체크,
PID_HOLDING_MASTER,PID 홀딩관리,PID 홀딩관리,
PID_ISSUE_SCAN_MASTER,PID 이슈관리,PID 이슈관리,
PID_ISSUE_TYPE,발생유형,발생유형,"{""B"": ""벌크"", ""C"": ""세척"", ""L"": ""장기재고""}"
PID_LIST,PID 리스트,PID 리스트,
PID_MASTER_QUERY,PID 정보조회,PID 정보조회,
PID_TRACKING_FOR_THE_PRODUCTION,생산이력조회(PID),생산이력조회(PID),
PID_TRACKING_PID,PID 추적조회(PID),PID 추적조회(PID),
PID_TRACKING_QUERY,자재 제조번호 기준 추적,자재 제조번호 기준 추적,
PILOT_WORK_ORDER_REPORT,시험생산작업지시리포트,시험생산작업지시리포트,
PJ,Pj,Pj,
PLAANING_MASTER_PLAN_MATRIX,생산계획(매트릭스),생산계획(매트릭스),
PLAN,계획,계획,
PLANNING,생산,생산,
PLANNING_ASSEMBLY_MASTER_PLAN_LIST,반제품계획리스트,반제품계획리스트,
PLANNING_ASSEMBLY_MASTER_PLAN_MASTER,반제품계획,반제품계획,
PLANNING_ASSEMBLY_MASTER_PLAN_MATRIX,반제품생산계획(매트릭스),반제품생산계획(매트릭스),
PLANNING_MANAGE,생산관리,생산관리,
PLANNING_MASTER_PLAN_BY_ITEM_MATRIX,생산계획(품목 매트릭스),생산계획(품목 매트릭스),
PLANNING_MASTER_PLAN_LIST,확정생산계획리스트,확정생산계획리스트,
PLANNING_MASTER_PLAN_MASTER,확정생산계획,확정생산계획,
PLANNING_MASTER_PLAN_MATRIX,생산계획(매트릭스),생산계획(매트릭스),
PLANNING_MOBILIZATION_MASTER,이동생산계획,이동생산계획,
PLANNING_POC_MASTER_PLAN_MASTER,접접 생산계획,접접 생산계획,
PLANNING_PRODUCT_MASTER_PLAN_LIST,제품생산계획리스트,제품생산계획리스트,
PLANNING_PRODUCT_RESULT_LIST,제품생산실적,제품생산실적,
PLANNING_PRODUCT_RESULT_MASTER,제품생산실적관리,제품생산실적관리,
PLANNING_PRODUCT_REWORK_PLAN_LIST,제품재작업계획리스트,제품재작업계획리스트,
PLANNING_PRODUCT_REWORK_RESULT_LIST,제품 재작업 실적,제품 재작업 실적,
PLANNING_REPORT,생산리포트,생산리포트,
PLANT,사업부,사업부,
PLANT_CD,,,"{""N000"": ""ESL"", ""P000"": ""POWER"", ""S000"": ""IOT&NEW"", ""T000"": ""VS&IOT""}"
PLANT_SELECT,품목선택,품목선택,
PLANT_START,시작,시작,
PLANWORK_TIME,계획작업시간,계획작업시간,
PLAN_ACTUAL,생산현황,생산현황,
PLAN_ALL,전부생성,전부생성,
PLAN_AUTO_CHANGE,계획자동변경,계획자동변경,
PLAN_CALENDAR,계획월력,계획월력,
PLAN_CALENDAR_MASTER,생산월력마스터,생산월력마스터,
PLAN_DATA,계획데이터,계획데이터,
PLAN_DATE,@계획일자,@계획일자 (날짜),
PLAN_DATE_END,계획종료일자,계획종료일자 (날짜),
PLAN_DATE_EXPEDITE,계획일자감소 -,계획일자감소 - (날짜),
PLAN_DATE_POSTPONE,계획일자증가 +,계획일자증가 + (날짜),
PLAN_DATE_SEQUENCE,항번,항번 (날짜),
PLAN_DATE_START,생산종료일,생산종료일 (날짜),
PLAN_END_DATE,계획종료일자,계획종료일자 (날짜),
PLAN_END_TIME,종요시간,종요시간,
PLAN_INPUT_METHOD,계획입력방법,계획입력방법,
PLAN_LIST,계획리스트,계획리스트,
PLAN_MACHINE_CODE,설비코드(계획),설비코드(계획) (코드 값),
PLAN_MASTER,계획관리,계획관리,
PLAN_MASTER_INSERT_FORM_POPUP,POP에서 계획도입,POP에서 계획도입,
PLAN_MASTER_POPUP,조회LIST,조회LIST,
PLAN_MM,@일별계획,@일별계획,
PLAN_ORDER_QTY,생산계획수량,생산계획수량 (수량),
PLAN_ORDER_REMAIN_QTY,생산계획잔량,생산계획잔량 (수량),
PLAN_PLAN_START_TIME,계획시작시간,계획시작시간,
PLAN_PRIORITY,@중점계획,@중점계획,
PLAN_QTY,계획수량,계획수량 (수량),
PLAN_QUERY,계획조회,계획조회,
PLAN_REMAIN_QTY,생산계획잔량,잔량 (수량),
PLAN_SEQUENCE,계획항번,계획항번,
PLAN_START,시작,시작,
PLAN_START_DATE,계획시작일자,계획시작일자 (날짜),
PLAN_START_TIME,시작시간,시작시간,
PLAN_STATUS,상태,상태,"{""C"": ""완료"", ""L"": ""롯트생성"", ""N"": ""정상"", ""P"": ""생산중"", ""W"": ""대기"", ""X"": ""롯트마감""}"
PLAN_SUM_QTY,계획합계수량,계획합계수량 (수량),
PLAN_TIME,생산시간,생산시간,
PLAN_TIME1,1A,1A,
PLAN_TIME10,2E,2E,
PLAN_TIME2,1B,1B,
PLAN_TIME3,1C,1C,
PLAN_TIME4,1D,1D,
PLAN_TIME5,1E,1E,
PLAN_TIME6,2A,2A,
PLAN_TIME7,2B,2B,
PLAN_TIME8,2C,2C,
PLAN_TIME9,2D,2D,
PLAN_TIME_END,종료시간,종료시간,
PLAN_TRANFERED,반영됨,반영됨,
PLAN_TRANSFER,계획반영,계획반영,
PLAN_TRANSFER_DATE,계획반영일자,계획반영일자 (날짜),
PLAN_TRANSFER_FILTER,계획반영유무필터,계획반영유무필터,
PLAN_TRANSFER_N,계획전송=N,계획전송=N,
PLAN_TRANSFER_Y,계획전송=Y,계획전송=Y,
PLAN_TRANSFER_YN,이동유무,이동유무,"{""N"": ""대기"", ""Y"": ""반영됨""}"
PLAN_TRNASFER,계획이동,계획이동,
PLAN_TRNASFER_YN,계획이동YN,계획이동YN,
PLAN_VS_ACTUAL_EFFICIENCY,계획대비운행율,계획대비운행율,
PLAN_VS_ACTUAL_GRAPH,제품실적그래프,제품실적그래프,
PLAN_VS_INVENTORY,계획대비재고,계획대비재고,
PLAN_VS_INVENTORY_MATRIX,계획대비재고(매트릭스),계획대비재고(매트릭스),
PLAN_WEEKS,@주별계획,@주별계획,
PLAN_WORK_CAPACITY,계획작업시간,계획작업시간,
PLAN_YM,수주기간,수주기간,
PLAN_YYYY,계획년도,계획년도,
PLAN_YYYYMM,@계획일기,@계획일기,
PLAY_MOVIE_MASTER,동영상관리,동영상관리,
PLC_ADDRESS,PLC NO,PLC NO,
PLC_ADDRESS_MAP,PLC 연결설치,PLC 연결설치,
PLC_ASSEMBLY_ACTUAL,반제품(PLC),반제품(PLC),
PLC_ASSEMBLY_ACTUAL_MULTI,생산실적（PLC）,생산실적（PLC）,
PLC_PRODUCT_ACTUAL,제품실적(PLC),제품실적(PLC),
PLC_SETUP,PLC 설정,PLC 설정,
PLEASE_INSERT_PAGE_NUMBER_OR_PAGE_RANGE_EX_1_3_5_12,출력할페이지,출력할페이지,
PLUS,양수,양수,
PM_DATE,Pm Date,Pm Date (날짜),
PM_DIVISION,PM 구분,PM 구분,"{""1"": ""1회/1개월"", ""2"": ""1회/2년"", ""6"": ""1회/2개월"", ""8"": ""1회/3개월"", ""D"": ""매일"", ""F"": ""지정날짜"", ""G"": ""1회/4개월"", ""H"": ""반기"", ""M"": ""월간"", ""Q"": ""분기"", ""S"": ""사용량"", ""T"": ""시간"", ""W"": ""주간"", ""Y"": ""년간""}"
PM_LABEL,PM 라벨,PM 라벨,
PM_PROCESS,PM 처리,PM 처리,
PM_TOTAL,PM TOTAL,PM TOTAL,
PM_TYPE,PM 유형,PM 유형,"{""P01"": ""SPI_Callibration"", ""P02"": ""Mounter_Head Vacuum Filter 교체"", ""P03"": ""Printer_Squeegee SUS 교체"", ""P04"": ""Wave_Grease 주입"", ""P05"": ""Selective_Grease 주입"", ""P06"": ""Selective_Flux Nozzle Filter 교체"", ""P07"": ""Mounter_Grease 주입"", ""P08"": ""Mounter_Callibration"", ""P09"": ""Reflow_연통교체"", ""P10"": ""Wave_연통교체"", ""P11"": ""Selective_연통교체"", ""P12"": ""PCB Claning_Roller 교체"", ""P13"": ""Mounter_Air Mist Separator 교체"", ""P14"": ""Mounter_Control Box Board 청소"", ""P15"": ""Mounter_Solenoid Valve 교체"", ""P16"": ""Mounter_Head Coil Tube 교체"", ""P17"": ""Solder 교반기_rpm 측정"", ""P18"": ""Mounter_Nozzle 청소"", ""P19"": ""INTERLOCK CHECK"", ""P20"": ""Mounter_Head Coil Tube 청소"", ""P21"": ""AOI Data Backup"", ""P22"": ""Selective_Flux Nozzle 원점 Check"", ""P23"": ""DY-Function Data Backup"", ""P24"": ""ICT Data Backup"", ""P25"": ""LG-IT Function Data Backup"", ""P26"": ""LG-IT Press Fit Data Backup"", ""P27"": ""TOV Data Backup"", ""P28"": ""Solder 교반기 RPM 측정"", ""P29"": ""Coating _Grease 주입"", ""P32"": ""리플로우 TDM CALIBRATION DATA (SP 240℃)"", ""P33"": ""MOUNTER CALIBRATION DATA"", ""P34"": ""MOUNTER 정도 측정"", ""P35"": ""AOI CALIBRATION DATA"", ""P36"": ""리플로우 잼박스 청소"", ""P37"": ""REFLOW CONVEYOR BELT SPEED CALIBRATION DATA (HELLER SPEC 58.8SEC~61.2SEC) (60SEC±1.2SEC)"", ""p30"": ""REFLOW conveyor calibration"", ""p31"": ""REFLOW 산소농도 측정""}"
POLARIZE,Polarize,Polarize,
POPUP_AUTO_ACTIVE,팝업창자동으로열기,팝업창자동으로열기,
PORT,포트,포트,
PORT_NO,Port No,Port No,
PORT_OF_DESTINATION,Port of Destination :,Port of Destination :,
PORT_OF_SHIPMENT,Port of Shipment :,Port of Shipment :,
POSITION,직위,직위,"{""AA"": ""대표이사"", ""BB"": ""팀장"", ""BC"": ""그룹리더"", ""BD"": ""파트리더"", ""BE"": ""쉬프트리더"", ""BR"": ""부장"", ""CA"": ""라인리더"", ""CB"": ""서브리더"", ""CC"": ""작업자"", ""CD"": ""IPQC"", ""CE"": ""자재"", ""CF"": ""프로그램"", ""CG"": ""기술"", ""KO"": ""한국인"", ""PRO"": ""기술""}"
POSITION_CODE,직위,직위 (코드 값),
POSITION_ID,포지션,포지션,
POSITION_SUMMARY,위치별합계,위치별합계,
POS_R,Pos R,Pos R,
POS_X,Pos X,Pos X,
POS_Y,Pos Y,Pos Y,
POS_Z,Pos Z,Pos Z,
POWER_AC_DC_LINE,Power AC/DC 라인,Power AC/DC 라인,
POWER_CHECK_YN,전원체크여부,전원체크여부,
POWER_CONSUMPTION,소모전력,소모전력,
POWER_MODULE_LINE,Power 모듈라인,Power 모듈라인,
POWER_PID_TRACKING_FOR_THE_PRODUCTION,Power PID 추적(제품),Power PID 추적(제품),
POWER_SUB_ASSY_LINE,Power 서브ASSY라인,Power 서브ASSY라인,
POWER_TEST_LOG_QUERY_DY,동양 ALL PIN 검사 이력,동양 ALL PIN 검사 이력,
PO_DATE,PO 일자,PO 일자 (날짜),
PO_NO,Po No,Po No,
PO_SUM,Po Sum,Po Sum,
PPM,PPM,PPM,
PR,Pr,Pr,
PRCESS,Prcess,Prcess,
PRDUCT_ISSUE_LIST,제품출고리스트,제품출고리스트,
PRDUCT_PLAN_SATUS,계획현황,현황,
PREPARED_BY,기안자,기안자,
PREPARE_PRODUCTION_MASTER,생산전준비사항관리,생산전준비사항관리,
PREPARE_RESULT,,,"{""NG"": ""NG"", ""OK"": ""OK""}"
PREPARE_TYPE,,,"{""C"": ""체크여부"", ""E"": ""존재여부"", ""U"": ""자료업로드""}"
PRESEND,Presend,Presend,
PRESENTATION_STYLE,프리젠테이션스타일,프리젠테이션스타일,
PRESENT_MAGNIFICATION,배율,배율,
PRESIDENT,총경리,총경리,
PRESIDENT_NAME,대표자명,대표자명,
PRESS,프레스,프레스,
PREVEIW_OFF,미리보기(아니오),미리보기(아니오),
PREVIEW,미리보기,미리보기,
PREVIEWOFF_SHIFT_W,미리보기종료	Shift+W,미리보기종료	Shift+W,
PREVIEWON_SHIFT_Q,미리보기시작	Shift+Q,미리보기시작	Shift+Q,
PREVIEW_BY_SETUP,설정값으로미리보기,설정값으로미리보기,
PREVIEW_OFF,미리보기종료,미리보기종료,
PREVIEW_ON,미리보기(예),미리보기(예),
PREVIOUSROW,이전행,이전행,
PREVPAGE,이전페이지,이전페이지,
PRE_CLOSE_NO,핵소신청번호,핵소신청번호,
PRE_DEPARTMENT_CODE,상위부서코드,상위부서코드 (코드 값),
